id,date,prov,provid,type,sex,diag
61790022,30-Aug-21,ขอนแก่น,40,dog,male,neg
61790021,30-Aug-21,ขอนแก่น,40,dog,female,neg
61790020,30-Aug-21,น่าน,55,dog,male,neg
61790019,30-Aug-21,น่าน,55,dog,female,neg
61789995,30-Aug-21,น่าน,55,dog,female,neg
61789987,30-Aug-21,ยโสธร,35,dog,male,neg
61789986,30-Aug-21,ยโสธร,35,dog,male,neg
61790274,29-Aug-21,บุรีรัมย์,31,dog,female,neg
61790087,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790086,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790085,29-Aug-21,บุรีรัมย์,31,dog,female,neg
61790084,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790083,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790082,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790066,29-Aug-21,บุรีรัมย์,31,dog,male,neg
61790012,29-Aug-21,ลำพูน,51,dog,female,neg
61789299,28-Aug-21,หนองคาย,43,cat,female,neg
61790979,27-Aug-21,ลำปาง,52,dog,male,neg
61790896,27-Aug-21,สระแก้ว,27,cat,male,neg
61790894,27-Aug-21,สระแก้ว,27,cat,male,neg
61790893,27-Aug-21,สระแก้ว,27,cat,male,neg
61790376,27-Aug-21,ลำปาง,52,rodent,male,neg
61790362,27-Aug-21,ลำปาง,52,rodent,male,neg
61790360,27-Aug-21,ลำปาง,52,rodent,male,neg
61790183,27-Aug-21,นราธิวาส,96,cat,female,neg
61790181,27-Aug-21,นราธิวาส,96,cat,female,neg
61790180,27-Aug-21,นราธิวาส,96,cat,male,neg
61790175,27-Aug-21,นราธิวาส,96,cat,female,neg
61790165,27-Aug-21,อุตรดิตถ์,53,cat,male,neg
61790146,27-Aug-21,นราธิวาส,96,cat,female,unknow
61790144,27-Aug-21,นราธิวาส,96,dog,female,neg
61790140,27-Aug-21,นราธิวาส,96,cat,female,neg
61790138,27-Aug-21,นราธิวาส,96,dog,male,neg
61790136,27-Aug-21,นราธิวาส,96,dog,male,neg
61790135,27-Aug-21,นราธิวาส,96,dog,male,neg
61790134,27-Aug-21,นราธิวาส,96,cat,female,neg
61790133,27-Aug-21,นราธิวาส,96,cat,female,neg
61789997,27-Aug-21,สุรินทร์,32,cat,male,neg
61789996,27-Aug-21,สุรินทร์,32,dog,female,posit
61789985,27-Aug-21,สุพรรณบุรี,72,cat,female,neg
61791182,26-Aug-21,ลพบุรี,16,dog,male,unknow
61791179,26-Aug-21,ลพบุรี,16,dog,male,unknow
61791177,26-Aug-21,ลพบุรี,16,dog,male,unknow
61790978,26-Aug-21,ลำปาง,52,dog,male,neg
61790900,26-Aug-21,สระแก้ว,27,cat,male,neg
61790899,26-Aug-21,สระแก้ว,27,cat,female,neg
61790898,26-Aug-21,สระแก้ว,27,cat,female,neg
61790895,26-Aug-21,สระแก้ว,27,cat,male,neg
61790892,26-Aug-21,สระแก้ว,27,cat,female,neg
61790382,26-Aug-21,ลำปาง,52,rodent,male,neg
61790333,26-Aug-21,ลำปาง,52,rodent,male,neg
61790325,26-Aug-21,ลำปาง,52,dog,male,neg
61790179,26-Aug-21,นราธิวาส,96,cat,female,neg
61790176,26-Aug-21,นราธิวาส,96,cat,male,neg
61790157,26-Aug-21,พิจิตร,66,dog,male,neg
61790156,26-Aug-21,พิจิตร,66,dog,male,neg
61790155,26-Aug-21,พิจิตร,66,dog,male,neg
61790154,26-Aug-21,พิจิตร,66,dog,male,neg
61790153,26-Aug-21,พิจิตร,66,dog,female,neg
61790152,26-Aug-21,นราธิวาส,96,dog,female,neg
61790147,26-Aug-21,พิจิตร,66,dog,female,neg
61790142,26-Aug-21,พิจิตร,66,cat,male,neg
61790137,26-Aug-21,พิจิตร,66,cat,female,neg
61790132,26-Aug-21,นครปฐม,73,rodent,male,neg
61790131,26-Aug-21,นครปฐม,73,rodent,male,neg
61790130,26-Aug-21,นครปฐม,73,rodent,male,neg
61790106,26-Aug-21,สระบุรี,19,dog,male,neg
61790105,26-Aug-21,สระบุรี,19,dog,male,neg
61790104,26-Aug-21,สระบุรี,19,dog,male,neg
61790103,26-Aug-21,สระบุรี,19,dog,male,neg
61790102,26-Aug-21,สระบุรี,19,dog,male,neg
61790101,26-Aug-21,สระบุรี,19,dog,male,neg
61790032,26-Aug-21,ขอนแก่น,40,dog,male,neg
61790031,26-Aug-21,ขอนแก่น,40,dog,female,neg
61790030,26-Aug-21,ขอนแก่น,40,dog,female,neg
61790029,26-Aug-21,ขอนแก่น,40,dog,male,neg
61790017,26-Aug-21,มหาสารคาม,44,rodent,female,neg
61790016,26-Aug-21,มหาสารคาม,44,cat,female,neg
61790015,26-Aug-21,มหาสารคาม,44,cat,female,neg
61789994,26-Aug-21,น่าน,55,dog,male,neg
61789993,26-Aug-21,น่าน,55,dog,female,neg
61789894,26-Aug-21,ภูเก็ต,83,dog,female,neg
61791280,25-Aug-21,นครราชสีมา,30,rodent,male,neg
61791278,25-Aug-21,นครราชสีมา,30,dog,male,neg
61791270,25-Aug-21,นครราชสีมา,30,cat,female,neg
61790977,25-Aug-21,ลำปาง,52,cat,male,neg
61790471,25-Aug-21,ชัยนาท,18,cat,female,neg
61790470,25-Aug-21,ชัยนาท,18,cat,male,neg
61790466,25-Aug-21,ชัยนาท,18,dog,female,neg
61790460,25-Aug-21,ชัยนาท,18,cat,female,neg
61790457,25-Aug-21,ชัยนาท,18,cat,female,neg
61790332,25-Aug-21,ลำปาง,52,dog,male,neg
61790328,25-Aug-21,ลำปาง,52,dog,male,neg
61790326,25-Aug-21,ลำปาง,52,dog,male,neg
61790178,25-Aug-21,นราธิวาส,96,cat,female,neg
61790149,25-Aug-21,นราธิวาส,96,dog,male,neg
61790100,25-Aug-21,ศรีสะเกษ,33,dog,female,neg
61790099,25-Aug-21,ศรีสะเกษ,33,cat,male,neg
61790098,25-Aug-21,ศรีสะเกษ,33,dog,male,neg
61790097,25-Aug-21,ศรีสะเกษ,33,cat,female,neg
61790096,25-Aug-21,ศรีสะเกษ,33,cat,female,neg
61790095,25-Aug-21,ศรีสะเกษ,33,cat,female,neg
61790094,25-Aug-21,ศรีสะเกษ,33,cat,female,neg
61790093,25-Aug-21,ศรีสะเกษ,33,cat,female,neg
61789975,25-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789974,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789973,25-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789972,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789971,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789970,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789969,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789968,25-Aug-21,สุพรรณบุรี,72,dog,female,neg
61789967,25-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789966,25-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789965,25-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789964,25-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789921,25-Aug-21,เชียงราย,57,cat,female,neg
61789920,25-Aug-21,เชียงราย,57,cat,male,neg
61789895,25-Aug-21,ภูเก็ต,83,dog,male,neg
61791279,24-Aug-21,นครราชสีมา,30,rodent,male,neg
61790384,24-Aug-21,ลำปาง,52,rodent,male,neg
61790327,24-Aug-21,ลำปาง,52,rodent,male,neg
61790324,24-Aug-21,ลำปาง,52,dog,male,neg
61790226,24-Aug-21,หนองบัวลำภู,39,dog,male,neg
61790151,24-Aug-21,สระบุรี,19,cat,male,neg
61790150,24-Aug-21,NA,NA,cat,male,unknow
61790145,24-Aug-21,NA,NA,cat,male,unknow
61790143,24-Aug-21,สระบุรี,19,cat,male,neg
61790141,24-Aug-21,สระบุรี,19,cat,male,neg
61790120,24-Aug-21,นครปฐม,73,cat,male,neg
61790092,24-Aug-21,ศรีสะเกษ,33,dog,female,neg
61790089,24-Aug-21,ศรีสะเกษ,33,dog,male,neg
61790088,24-Aug-21,ศรีสะเกษ,33,dog,male,neg
61790053,24-Aug-21,ตรัง,92,dog,female,neg
61790052,24-Aug-21,ตรัง,92,dog,female,neg
61789958,24-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789957,24-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789955,24-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789954,24-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789953,24-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789952,24-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789951,24-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789950,24-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789949,24-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789935,24-Aug-21,กาฬสินธุ์,46,dog,female,neg
61789928,24-Aug-21,สตูล,91,cat,female,neg
61789923,24-Aug-21,สตูล,91,cat,male,neg
61789872,24-Aug-21,เพชรบูรณ์,67,cat,male,neg
61789862,24-Aug-21,ยโสธร,35,cat,female,neg
61789861,24-Aug-21,ยโสธร,35,cat,female,neg
61789860,24-Aug-21,ยโสธร,35,dog,female,neg
61789859,24-Aug-21,ยโสธร,35,dog,male,neg
61789851,24-Aug-21,น่าน,55,dog,female,posit
61791159,23-Aug-21,อ่างทอง,15,cat,male,neg
61791155,23-Aug-21,อ่างทอง,15,rodent,male,neg
61791153,23-Aug-21,อ่างทอง,15,rodent,male,neg
61791151,23-Aug-21,อ่างทอง,15,rodent,male,neg
61791077,23-Aug-21,ชัยภูมิ,36,dog,female,neg
61791076,23-Aug-21,ชัยภูมิ,36,dog,male,neg
61791075,23-Aug-21,ชัยภูมิ,36,dog,female,neg
61791074,23-Aug-21,ชัยภูมิ,36,dog,male,neg
61791073,23-Aug-21,ชัยภูมิ,36,dog,male,neg
61791072,23-Aug-21,ชัยภูมิ,36,dog,female,neg
61791071,23-Aug-21,ชัยภูมิ,36,dog,female,neg
61791070,23-Aug-21,ชัยภูมิ,36,dog,male,neg
61791069,23-Aug-21,ชัยภูมิ,36,dog,male,neg
61790980,23-Aug-21,ลำปาง,52,dog,male,neg
61790945,23-Aug-21,พิษณุโลก,65,rodent,male,neg
61790944,23-Aug-21,พิษณุโลก,65,rodent,male,neg
61790373,23-Aug-21,ราชบุรี,70,cat,female,neg
61790330,23-Aug-21,ลำปาง,52,dog,male,neg
61790258,23-Aug-21,ปทุมธานี,13,dog,male,neg
61790257,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790256,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790255,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790254,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790253,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790252,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790251,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790250,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790249,23-Aug-21,ปทุมธานี,13,cat,male,neg
61790051,23-Aug-21,ตรัง,92,dog,female,neg
61790050,23-Aug-21,ตรัง,92,dog,female,neg
61790049,23-Aug-21,ตรัง,92,dog,female,neg
61790048,23-Aug-21,ตรัง,92,dog,female,neg
61790018,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61790011,23-Aug-21,ขอนแก่น,40,cat,female,neg
61790010,23-Aug-21,ขอนแก่น,40,cat,female,neg
61789948,23-Aug-21,กาฬสินธุ์,46,dog,male,neg
61789947,23-Aug-21,กาฬสินธุ์,46,dog,female,neg
61789946,23-Aug-21,กาฬสินธุ์,46,dog,female,neg
61789945,23-Aug-21,กาฬสินธุ์,46,dog,male,neg
61789944,23-Aug-21,กาฬสินธุ์,46,dog,female,neg
61789943,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789942,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61789941,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789940,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789939,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61789938,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61789936,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61789934,23-Aug-21,บุรีรัมย์,31,cat,female,neg
61789933,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789932,23-Aug-21,บุรีรัมย์,31,cat,female,neg
61789931,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789930,23-Aug-21,บุรีรัมย์,31,dog,male,neg
61789929,23-Aug-21,บุรีรัมย์,31,dog,female,neg
61789915,23-Aug-21,สตูล,91,cat,female,neg
61789914,23-Aug-21,สตูล,91,dog,male,neg
61789911,23-Aug-21,ลำพูน,51,dog,female,neg
61789877,23-Aug-21,นครศรีธรรมราช,80,dog,male,neg
61789850,23-Aug-21,ชลบุรี,20,dog,male,posit
61789849,23-Aug-21,สมุทรปราการ,11,cat,female,neg
61790982,20-Aug-21,ลำปาง,52,dog,male,neg
61790073,20-Aug-21,ตรัง,92,dog,male,neg
61790047,20-Aug-21,ตรัง,92,dog,female,neg
61790046,20-Aug-21,ตรัง,92,dog,female,neg
61790045,20-Aug-21,ตรัง,92,dog,female,neg
61790044,20-Aug-21,ตรัง,92,dog,female,neg
61790043,20-Aug-21,ตรัง,92,dog,female,neg
61790042,20-Aug-21,ตรัง,92,dog,male,neg
61790040,20-Aug-21,ตรัง,92,dog,female,neg
61790009,20-Aug-21,ขอนแก่น,40,dog,female,neg
61790008,20-Aug-21,ขอนแก่น,40,dog,female,neg
61790007,20-Aug-21,ขอนแก่น,40,dog,female,neg
61790006,20-Aug-21,ขอนแก่น,40,dog,male,neg
61790005,20-Aug-21,ขอนแก่น,40,cat,male,neg
61790004,20-Aug-21,ขอนแก่น,40,cat,female,neg
61789897,20-Aug-21,ขอนแก่น,40,cat,male,neg
61789867,20-Aug-21,สุรินทร์,32,ruminant,female,posit
61789864,20-Aug-21,น่าน,55,cat,female,neg
61789863,20-Aug-21,น่าน,55,dog,male,neg
61789848,20-Aug-21,ราชบุรี,70,cat,male,neg
61789758,20-Aug-21,เพชรบุรี,76,rodent,male,neg
61791172,19-Aug-21,ลพบุรี,16,cat,male,unknow
61791171,19-Aug-21,ลพบุรี,16,cat,male,unknow
61791170,19-Aug-21,ลพบุรี,16,dog,female,unknow
61791169,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791168,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791167,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791166,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791165,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791164,19-Aug-21,ลพบุรี,16,dog,male,unknow
61791163,19-Aug-21,ลพบุรี,16,dog,male,unknow
61789984,19-Aug-21,นราธิวาส,96,dog,male,neg
61789983,19-Aug-21,นราธิวาส,96,dog,male,neg
61789981,19-Aug-21,นราธิวาส,96,cat,male,neg
61789980,19-Aug-21,นราธิวาส,96,cat,female,neg
61789979,19-Aug-21,นราธิวาส,96,cat,female,neg
61789978,19-Aug-21,นราธิวาส,96,cat,male,neg
61789976,19-Aug-21,นราธิวาส,96,cat,male,neg
61789913,19-Aug-21,ลำพูน,51,dog,male,neg
61789896,19-Aug-21,ขอนแก่น,40,dog,male,neg
61789893,19-Aug-21,ขอนแก่น,40,cat,male,neg
61789766,19-Aug-21,อุบลราชธานี,34,dog,male,neg
61789765,19-Aug-21,อุบลราชธานี,34,dog,male,neg
61789764,19-Aug-21,อุบลราชธานี,34,cat,female,neg
61789763,19-Aug-21,อุบลราชธานี,34,dog,female,neg
61789762,19-Aug-21,อุบลราชธานี,34,dog,female,neg
61789757,19-Aug-21,เพชรบุรี,76,dog,female,neg
61789756,19-Aug-21,เพชรบุรี,76,cat,female,neg
61789755,19-Aug-21,เพชรบุรี,76,dog,male,neg
61789754,19-Aug-21,เพชรบุรี,76,dog,female,neg
61789753,19-Aug-21,เพชรบุรี,76,wildlife,female,neg
61791181,18-Aug-21,ชัยภูมิ,36,cat,female,neg
61791180,18-Aug-21,ชัยภูมิ,36,cat,male,neg
61791178,18-Aug-21,ชัยภูมิ,36,dog,female,neg
61791176,18-Aug-21,ชัยภูมิ,36,dog,female,neg
61791175,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791144,18-Aug-21,ชัยภูมิ,36,cat,female,neg
61791143,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791142,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791141,18-Aug-21,ชัยภูมิ,36,dog,female,neg
61791140,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791139,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791138,18-Aug-21,ชัยภูมิ,36,dog,female,neg
61791136,18-Aug-21,ชัยภูมิ,36,dog,female,neg
61791135,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791133,18-Aug-21,ชัยภูมิ,36,dog,male,neg
61791131,18-Aug-21,ชัยภูมิ,36,cat,male,neg
61791129,18-Aug-21,ชัยภูมิ,36,cat,female,neg
61791128,18-Aug-21,ชัยภูมิ,36,cat,female,neg
61791127,18-Aug-21,ชัยภูมิ,36,cat,male,neg
61790469,18-Aug-21,ชัยนาท,18,cat,female,neg
61790463,18-Aug-21,ชัยนาท,18,dog,male,neg
61790337,18-Aug-21,ราชบุรี,70,cat,male,neg
61790217,18-Aug-21,ชัยนาท,18,dog,male,neg
61790214,18-Aug-21,ชัยนาท,18,dog,female,neg
61790194,18-Aug-21,ชัยนาท,18,cat,female,neg
61790039,18-Aug-21,ตรัง,92,dog,female,neg
61789982,18-Aug-21,นราธิวาส,96,cat,female,neg
61789977,18-Aug-21,นราธิวาส,96,cat,male,neg
61789871,18-Aug-21,น่าน,55,dog,female,neg
61789870,18-Aug-21,น่าน,55,dog,male,neg
61789810,18-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789809,18-Aug-21,สุพรรณบุรี,72,dog,male,neg
61789808,18-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789807,18-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789806,18-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789805,18-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789804,18-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789803,18-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789802,18-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789798,18-Aug-21,สกลนคร,47,dog,male,neg
61789797,18-Aug-21,สกลนคร,47,dog,male,neg
61789796,18-Aug-21,สกลนคร,47,dog,male,neg
61789795,18-Aug-21,สกลนคร,47,dog,male,neg
61789794,18-Aug-21,สกลนคร,47,dog,male,neg
61789793,18-Aug-21,สุรินทร์,32,ruminant,female,posit
61789751,18-Aug-21,ชลบุรี,20,dog,male,posit
61791055,17-Aug-21,แม่ฮ่องสอน,58,dog,male,neg
61791053,17-Aug-21,แม่ฮ่องสอน,58,dog,male,neg
61791052,17-Aug-21,แม่ฮ่องสอน,58,dog,male,neg
61790139,17-Aug-21,สระบุรี,19,cat,male,neg
61789835,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789834,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789833,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789832,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789831,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789830,17-Aug-21,ร้อยเอ็ด,45,dog,female,neg
61789829,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789828,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789827,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789826,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789825,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789824,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789823,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789822,17-Aug-21,ร้อยเอ็ด,45,cat,female,neg
61789821,17-Aug-21,ร้อยเอ็ด,45,cat,female,neg
61789820,17-Aug-21,ร้อยเอ็ด,45,cat,female,neg
61789819,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789818,17-Aug-21,ร้อยเอ็ด,45,dog,male,neg
61789817,17-Aug-21,ร้อยเอ็ด,45,cat,female,neg
61789816,17-Aug-21,ร้อยเอ็ด,45,cat,male,neg
61789769,17-Aug-21,หนองบัวลำภู,39,cat,female,neg
61789752,17-Aug-21,เชียงใหม่,50,dog,male,posit
61789750,17-Aug-21,อุบลราชธานี,34,dog,male,neg
61789749,17-Aug-21,อุบลราชธานี,34,dog,male,neg
61789748,17-Aug-21,อุบลราชธานี,34,dog,female,neg
61789747,17-Aug-21,อุบลราชธานี,34,dog,female,neg
61789746,17-Aug-21,อุบลราชธานี,34,dog,male,neg
61789745,17-Aug-21,อุบลราชธานี,34,dog,female,neg
61789744,17-Aug-21,อุบลราชธานี,34,dog,female,neg
61789743,17-Aug-21,อุบลราชธานี,34,dog,male,neg
61789742,17-Aug-21,อุบลราชธานี,34,cat,male,neg
61789741,17-Aug-21,NA,NA,dog,male,unknow
61789740,17-Aug-21,อุบลราชธานี,34,dog,male,neg
61789722,17-Aug-21,ยโสธร,35,dog,male,neg
61789721,17-Aug-21,ยโสธร,35,dog,male,neg
61789715,17-Aug-21,ยโสธร,35,dog,female,neg
61789713,17-Aug-21,ยโสธร,35,dog,male,neg
61789712,17-Aug-21,ยโสธร,35,dog,female,neg
61789711,17-Aug-21,ยโสธร,35,dog,male,neg
61789710,17-Aug-21,ยโสธร,35,dog,female,neg
61790805,16-Aug-21,ลพบุรี,16,dog,male,unknow
61790804,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790802,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790801,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790798,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790797,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790795,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790794,16-Aug-21,ลพบุรี,16,rodent,male,unknow
61790065,16-Aug-21,ลำปาง,52,cat,female,neg
61789998,16-Aug-21,ประจวบคีรีขันธ์,77,dog,female,neg
61789847,16-Aug-21,พังงา,82,wildlife,male,neg
61789846,16-Aug-21,พังงา,82,wildlife,female,neg
61789845,16-Aug-21,พังงา,82,cat,male,unknow
61789844,16-Aug-21,ราชบุรี,70,dog,male,neg
61789843,16-Aug-21,ราชบุรี,70,cat,male,neg
61789840,16-Aug-21,ราชบุรี,70,dog,female,neg
61789737,16-Aug-21,อำนาจเจริญ,37,dog,male,neg
61789736,16-Aug-21,อำนาจเจริญ,37,dog,male,neg
61789735,16-Aug-21,อำนาจเจริญ,37,dog,male,neg
61789734,16-Aug-21,อำนาจเจริญ,37,dog,male,neg
61789733,16-Aug-21,อำนาจเจริญ,37,dog,male,neg
61789732,16-Aug-21,อำนาจเจริญ,37,dog,female,neg
61789731,16-Aug-21,อำนาจเจริญ,37,dog,female,neg
61789730,16-Aug-21,อำนาจเจริญ,37,dog,female,neg
61789719,16-Aug-21,ยโสธร,35,dog,female,neg
61789709,16-Aug-21,ยะลา,95,cat,female,neg
61789704,16-Aug-21,ชลบุรี,20,dog,female,posit
61789702,16-Aug-21,ชลบุรี,20,ruminant,male,neg
61789693,16-Aug-21,อุตรดิตถ์,53,dog,male,posit
61790406,13-Aug-21,เชียงใหม่,50,cat,male,unknow
61789889,13-Aug-21,ขอนแก่น,40,dog,female,neg
61789888,13-Aug-21,ขอนแก่น,40,dog,male,neg
61789887,13-Aug-21,ขอนแก่น,40,dog,female,neg
61789886,13-Aug-21,ขอนแก่น,40,dog,female,neg
61789626,13-Aug-21,ภูเก็ต,83,cat,female,neg
61789885,12-Aug-21,เชียงใหม่,50,dog,male,unknow
61789720,12-Aug-21,ยโสธร,35,dog,female,neg
61790513,11-Aug-21,ปทุมธานี,13,dog,male,neg
61790512,11-Aug-21,ปทุมธานี,13,dog,female,neg
61790511,11-Aug-21,ปทุมธานี,13,dog,female,neg
61789906,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789905,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789904,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789903,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789902,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789901,11-Aug-21,ปทุมธานี,13,cat,male,neg
61789900,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789899,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789898,11-Aug-21,ปทุมธานี,13,dog,male,neg
61789890,11-Aug-21,ขอนแก่น,40,dog,male,neg
61789738,11-Aug-21,หนองบัวลำภู,39,cat,female,neg
61789708,11-Aug-21,ยะลา,95,cat,male,neg
61789703,11-Aug-21,ชลบุรี,20,dog,female,neg
61789700,11-Aug-21,สุพรรณบุรี,72,cat,male,neg
61789699,11-Aug-21,สุพรรณบุรี,72,dog,female,neg
61789698,11-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789697,11-Aug-21,สุพรรณบุรี,72,cat,female,neg
61789696,11-Aug-21,สุพรรณบุรี,72,dog,male,neg
61789660,11-Aug-21,อุบลราชธานี,34,cat,male,neg
61789659,11-Aug-21,อุบลราชธานี,34,cat,male,neg
61789658,11-Aug-21,อุบลราชธานี,34,cat,male,neg
61789657,11-Aug-21,อุบลราชธานี,34,dog,male,neg
61789656,11-Aug-21,อุบลราชธานี,34,dog,male,neg
61789647,11-Aug-21,ชลบุรี,20,dog,male,posit
61789625,11-Aug-21,นครพนม,48,cat,female,neg
61791600,10-Aug-21,นครราชสีมา,30,cat,male,neg
61791580,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791579,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791578,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791541,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791536,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791535,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791534,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791532,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791522,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791508,10-Aug-21,นครราชสีมา,30,cat,male,neg
61791504,10-Aug-21,นครราชสีมา,30,cat,female,neg
61791474,10-Aug-21,นครราชสีมา,30,cat,male,neg
61791418,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791417,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791416,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791415,10-Aug-21,นครราชสีมา,30,ruminant,female,neg
61791414,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791413,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791412,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791411,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791410,10-Aug-21,นครราชสีมา,30,dog,male,neg
61791409,10-Aug-21,NA,NA,dog,male,neg
61791408,10-Aug-21,นครราชสีมา,30,dog,female,neg
61791407,10-Aug-21,นครราชสีมา,30,cat,female,neg
61791406,10-Aug-21,นครราชสีมา,30,cat,male,neg
61791405,10-Aug-21,นครราชสีมา,30,cat,male,neg
61791084,10-Aug-21,พิษณุโลก,65,dog,male,neg
61791082,10-Aug-21,พิษณุโลก,65,dog,male,neg
61790407,10-Aug-21,เชียงใหม่,50,cat,female,unknow
61790189,10-Aug-21,บึงกาฬ,38,dog,female,neg
61790188,10-Aug-21,บึงกาฬ,38,dog,female,unknow
